rec_id,nr_hit,species,group member,method,classification,notes,Old_rec_id,Old_fasta_name
common_VPA0450__uniprot_Q87J05__genbank_ WP_005479246.1__species_Vibrio_parahaemolyticus,WP_005479246.1,Vibrio parahaemolyticus,Tal,cyA essay,proven,,WP_005479246.1,WP_005479246.1_Vibrio_parahaemolyticus VPA0450 family T3SS effector inositol phosphatase [Vibrio parahaemolyticus]|24606036|PubMed|
C9NS88,WP_006960850.1,Vibrio parahaemolyticus 16,Ella,,not proven,homolog to HopPmaJ,,
E1D1X7,AHJ02184.1,Vibrio parahaemolyticus UCM-V493,Ella,,not proven,homolog to HopPmaJ,,
F9RUL2,WP_005599473.1,Vibrio scophthalmi,Ella,,not proven,homolog to HopPmaJ,,
F9RDA3,WP_009386340.1,Vibrio sp. (strain N418),Ella,,not proven,homolog to hopPmaJ,,
E8VUS9,WP_011081406.1,Vibrio vulnificus,Ella,,not proven,homolog to hopPmaJ,,
AvrBsT,WP_074052319.1,Xanthomonas,,,,,,
AvrXv4,WP_078563106.1,Xanthomonas,,,,,,
BapC,WP_008575476.1,Xanthomonas,,,,,,
HopAK1,WP_008576993.1,Xanthomonas,,,,,,
RipTPS_WP_008577799.1,WP_008577799.1,Xanthomonas,,,,,,
SrfJ,WP_039417561.1,Xanthomonas,Naama,,not proven,homolog to SrfJ in Salmonella,,
XopAF_WP_008577605.1,WP_008577605.1,Xanthomonas,,,,,,
XopAF_WP_080721037.1,WP_080721037.1,Xanthomonas,,,,,,
XopAO,WP_006449589.1,Xanthomonas,,,,,,
XopAW,WP_011348129.1,Xanthomonas,,,,,,
XopC,WP_022560527.1,Xanthomonas,,,,,,
XopE2_WP_033482209.1,WP_033482209.1,Xanthomonas,,,,,,
XopF1,WP_008575422.1,Xanthomonas,,,,,,
XopH,WP_011345706.1,Xanthomonas,,,,,,
XopI_WP_011346406.1,WP_011346406.1,Xanthomonas,,,,,,
XopN,WP_008573180.1,Xanthomonas,,,,,,
XopQ,WP_008571771.1,Xanthomonas,,,,,,
XopX,WP_008572846.1,Xanthomonas,,,,,,
G4U4P3,WP_014125894.1,Xanthomonas arboricola,,,,,,
tr|H2BNU5|H2BNU5_9XANTType,WP_175430032.1,Xanthomonas arboricola,,,,,,
tr|H2BNU9|H2BNU9_9XANTType,WP_102596432.1,Xanthomonas arboricola,,,,,,
XopA_WP_011050293.1,WP_011050293.1,Xanthomonas axonopodis pv. citri (strain 306),,,,note: appears in the fasta file as: HpaA_[Xanthomonas_axonopodis_pv._citri_(strain_306)] (need to change later),,
tr|Q83XF9|Q83XF9_9XANTHpaG,WP_016851247.1,Xanthomonas axonopodis pv. glycines,,,,,,
XopZ1,AGH77499.1,Xanthomonas axonopodis Xac29-1,,,,,,
B0RLQ9,WP_012436888.1,Xanthomonas campestris,,,,,,
B0RN80,MBB3888759.1,Xanthomonas campestris,,,,,,
B0RTJ2,WP_012438467.1,Xanthomonas campestris,,,,,,
G0CIQ6,WP_014507103.1,Xanthomonas campestris,,,,,,
G0CIT6,WP_014507127.1,Xanthomonas campestris,,,,,,
G0CJ83,WP_012437173.1,Xanthomonas campestris,,,,,,
G0CKQ9,WP_014508262.1,Xanthomonas campestris,,,,,,
HopQ1-1,WP_011036272.1,Xanthomonas campestris,,,,,,
tr|Q8P390|Q8P390_XANCP,WP_011039250.1,Xanthomonas campestris,,,,,,
XopAC,WP_011037695.1,Xanthomonas campestris,,,,,,
XopG,WP_164923347.1,Xanthomonas campestris,,,,,,
CAP49952.1-XopAL2,CAP49952.1,Xanthomonas campestris pv. campestris,,,,,,
tr|G9L9K6|G9L9K6_XANCEOuter,AEU04524.1,Xanthomonas campestris pv. campestris,,,,,,
AAY47144.1,WP_011035310.1,Xanthomonas campestris pv. campestris str. 8004,,,,,,
common_xopXccN__uniprot_A0A0H2X2M3__genbank_AAY47328.1__species_Xanthomonas_campestris_pv._campestris_str._8004,AAM39550.1,Xanthomonas campestris pv. campestris str. 8004,Iris,AvrBs1,proven,,AAY47328.1,AAY47328.1_Xanthomonas_campestris_pv._campestris_str._ATCC_33913 conserved hypothetical protein XopN [Xanthomonas campestris pv. campestris str. 8004]
AAY47644.1,AAY47644.1,Xanthomonas campestris pv. campestris str. 8004,,,,,,
AAY48041.1,WP_011269544.1,Xanthomonas campestris pv. campestris str. 8004,,,,,,
AAY48282.1,WP_181921706.1,Xanthomonas campestris pv. campestris str. 8004,,,,,,
common_avrACXcc8004__uniprot_Q4UWF4__genbank_AAY48619.1__species_Xanthomonas_campestris_pv._campestris_str._8004,WP_011269629.1,Xanthomonas campestris pv. campestris str. 8004,Iris,AvrBs1,proven,,AAY48619.1,AAY48619.1_Xanthomonas_campestris leucin rich protein XopAC [Xanthomonas campestris pv. campestris str. 8004]
AAY48782.1,WP_011037538.1,Xanthomonas campestris pv. campestris str. 8004,,,,,,
AAY49067.1,WP_011037263.1,Xanthomonas campestris pv. campestris str. 8004,,,,,,
AAY49139.1,AAY49139.1,Xanthomonas campestris pv. campestris str. 8004,,,,,,
common_XopE2Xcc__uniprot_A0A0H2XAD1__genbank_AAY49651.1__species_Xanthomonas_campestris_pv._campestris_str._8004,WP_011036808.1,Xanthomonas campestris pv. campestris str. 8004,Iris,EYFP,proven,,AAY49651.1,AAY49651.1_Xanthomonas_campestris avirulence protein XopE2 [Xanthomonas campestris pv. campestris str. 8004]
AAY50040.1,WP_011036444.1,Xanthomonas campestris pv. campestris str. 8004,,,,,,
common_XopXccP__uniprot_A0A0H2XB85__genbank_AAY50042.1__species_Xanthomonas_campestris_pv._campestris_str._8004,AAY50042.1,Xanthomonas campestris pv. campestris str. 8004,Iris,AvrBs1,proven,,AAY50042.1,AAY50042.1_Xanthomonas_campestris_pv._campestris_str._8004 conserved hypothetical protein XopP [Xanthomonas campestris pv. campestris str. 8004]
common_XopXccE1__uniprot_A0A0H2X9N7__genbank_AAY50043.1__species_Xanthomonas_campestris_pv._campestris_str._8004,AAM40544.1,Xanthomonas campestris pv. campestris str. 8004,Iris,AvrBs1,proven,,AAY50043.1,AAY50043.1_Xanthomonas_campestris_pv._campestris_str._ATCC_33913 conserved hypothetical protein XopAL [Xanthomonas campestris pv. campestris str. 8004]
AAY50050.1,WP_011036435.1,Xanthomonas campestris pv. campestris str. 8004,,,,,,
AAY50066.1,WP_011036420.1,Xanthomonas campestris pv. campestris str. 8004,,,,,,
AAY50071.1,WP_186009315.1,Xanthomonas campestris pv. campestris str. 8004,,,,,,
AAY50072.1,WP_011036414.1,Xanthomonas campestris pv. campestris str. 8004,,,,,,
common_XopXccR1__uniprot_A0A0H2XBQ0__genbank_AAY50204.1__species_Xanthomonas_campestris_pv._campestris_str._8004,AAY50204.1,Xanthomonas campestris pv. campestris str. 8004,Iris,AvrBs1,proven,,AAY50204.1,AAY50204.1_Xanthomonas_campestris_pv._campestris_str._8004 transducer protein car XopAM [Xanthomonas campestris pv. campestris str. 8004]
common_XC_3176__uniprot_A0A0H2X9U1__genbank_AAY50220.1__species_Xanthomonas_campestris_pv._campestris_str._8004,AAY50220.1,Xanthomonas campestris pv. campestris str. 8004,Iris,AvrBs1,proven,,AAY50220.1,AAY50220.1_Xanthomonas_campestris_pv._campestris_str._8004 conserved hypothetical protein XopAY [Xanthomonas campestris pv. campestris str. 8004]
common_XopXccQ__uniprot_A0A0H2XA81__genbank_AAY50221.1__species_Xanthomonas_campestris_pv._campestris_str._8004,AAY50221.1,Xanthomonas campestris pv. campestris str. 8004,Iris,AvrBs1,proven,,AAY50221.1,AAY50221.1_Xanthomonas_campestris_pv._campestris_str._8004 conserved hypothetical protein XopQ [Xanthomonas campestris pv. campestris str. 8004]
common_AvrXccB__uniprot_A0A0H2XDD4__genbank_AAY50842.1__species_Xanthomonas_campestris_pv._campestris_str._8004,AAY50842.1,Xanthomonas campestris pv. campestris str. 8004,Iris,AvrBs1,proven,,AAY50842.1,AAY50842.1_Xanthomonas_campestris_pv._campestris_str._8004 avirulence protein XopJ5 [Xanthomonas campestris pv. campestris str. 8004]
AAY51353.1,WP_011039290.1,Xanthomonas campestris pv. campestris str. 8004,Ella,,not proven,"avirulence protein, not sure that is is a T3E. Not enough research (but does contain a region similar to PIP box).",,
common_XopXccLR__uniprot_A0A0H2XEN0__genbank_AAY51309.1__species_Xanthomonas_campestris_pv._campestris_str._8004,AAY51309.1,Xanthomonas campestris pv. campestris str. 8004,Iris,AvrBs1,proven,XopXccLR,,
common_AvrXccC__uniprot_A5HIE4__genbank_ABQ10636.1__species_Xanthomonas_campestris_pv._campestris_str._8004,ABQ10636.1,Xanthomonas campestris pv. campestris str. 8004,Iris,Cya,proven,"AvrXccC, XC_RS10080 , 100% homology to xcc ATCC 33913 XCC2109 according to uniprot BLAST",XC_RS10080,
AAY47622.1,AAM39845.1,Xanthomonas campestris pv. campestris str. ATCC 33913,,,,,,
AAY47623.1,AAM39846.1,Xanthomonas campestris pv. campestris str. ATCC 33913,,,,,,
AAY48279.1,AAM42171.1,Xanthomonas campestris pv. campestris str. ATCC 33913,,,,,,
AAY49265.1,AAM41264.1,Xanthomonas campestris pv. campestris str. ATCC 33913,,,,,,
XopAG_AAM42870.1,AAM42870.1,Xanthomonas campestris pv. campestris str. ATCC 33913,,,,,,
XopAM_AAM40388.1,AAM40388.1,Xanthomonas campestris pv. campestris str. ATCC 33913,,,,,,
XopJ5,AAM42989.1,Xanthomonas campestris pv. campestris str. ATCC 33913,,,,,,
G0CIT5,RFF40390.1,Xanthomonas campestris pv. incanae,,,,,,
G0CIQ0,AEL06363.1,Xanthomonas campestris pv. raphani 756C,,,,,,
tr|Q3BTM6|Q3BTM6_XANC5Xanthomonas,WP_011347382.1,Xanthomonas campestris pv. vesicatoria,,,,,,
tr|Q3BY60|Q3BY60_XANC5Xanthomonas,WP_011346212.1,Xanthomonas campestris pv. vesicatoria,,,,,,
tr|Q3C000|Q3C000_XANC5Avirulence,WP_011037255.1,Xanthomonas campestris pv. vesicatoria,,,,,,
tr|Q3BM44|Q3BM44_XANC5Xanthomonas,7JLU_B,Xanthomonas campestris pv. vesicatoria (strain 85-10),,,,,,
CAJ22929.1,WP_011346758.1,Xanthomonas campestris pv. vesicatoria str. 85-10,,,,,,
CAJ26159.1,AOY67677.1,Xanthomonas campestris pv. vesicatoria str. 85-10,,,,,,
tr|Q3BWD5|Q3BWD5_XANC5,CAJ22828.1,Xanthomonas campestris pv. vesicatoria str. 85-10,,,,,,
tr|Q3BYJ5|Q3BYJ5_XANC5Xanthomonas,DAA34040.1,Xanthomonas campestris pv. vesicatoria str. 85-10,,,,,,
AAM36043.1,WP_033480298.1,Xanthomonas citri,,,,,,
D4SRH6,WP_007962847.1,Xanthomonas citri,,,,,,
D4SRP2,WP_007962981.1,Xanthomonas citri,,,,,,
D4STQ7,WP_007964479.1,Xanthomonas citri,,,,,,
D4SV24,WP_007965402.1,Xanthomonas citri,,,,,,
D4SV28,WP_007965411.1,Xanthomonas citri,,,,,,
D4SW60,WP_164673453.1,Xanthomonas citri,,,,,,
D4SX58,WP_007966723.1,Xanthomonas citri,,,,,,
D4T152,WP_007969253.1,Xanthomonas citri,,,,,,
D4T2F0,WP_007970248.1,Xanthomonas citri,,,,,,
D4T4K7,WP_007971474.1,Xanthomonas citri,,,,,,
D4T6W6,WP_042805739.1,Xanthomonas citri,,,,,,
D4T7Q7,WP_042805850.1,Xanthomonas citri,,,,,,
D4T7S0,WP_007973094.1,Xanthomonas citri,,,,,,
D4T8D3,WP_007973390.1,Xanthomonas citri,,,,,,
D4TBN9,WP_007974992.1,Xanthomonas citri,,,,,,
PthA2,WP_011052957.1,Xanthomonas citri,,,,,,
PthA3,WP_011052972.1,Xanthomonas citri,,,,,,
PthA4,WP_011053008.1,Xanthomonas citri,,,,,,
PthB,WP_011153905.1,Xanthomonas citri,,,,,,
tr|A0A2R2WFH5|A0A2R2WFH5_XANCI,WP_007964871.1,Xanthomonas citri,,,,,,
XopAG_WP_015471577.1,WP_015471577.1,Xanthomonas citri,,,,,,
D4STP9,WP_007964456.1,Xanthomonas citri pv. aurantifolii,,,,,,
D4SYI9,WP_007967596.1,Xanthomonas citri pv. aurantifolii,,,,,,
D4SZN5,WP_007968308.1,Xanthomonas citri pv. aurantifolii,,,,,,
D4T0A1,WP_007968668.1,Xanthomonas citri pv. aurantifolii,,,,,,
PthC,ABO77782.1,Xanthomonas citri pv. aurantifolii,,,,,,
tr|D4TBP8|D4TBP8_XANCI,WP_007968323.1,Xanthomonas citri pv. aurantifolii,,,,,,
D4T318,EFF48913.1,Xanthomonas citri pv. aurantifolii str. ICPB 10535,,,,,,
D4T3J1,EFF48740.1,Xanthomonas citri pv. aurantifolii str. ICPB 10535,,,,,,
D4T3U6,EFF48625.1,Xanthomonas citri pv. aurantifolii str. ICPB 10535,,,,,,
D4T719,EFF47481.1,Xanthomonas citri pv. aurantifolii str. ICPB 10535,,,,,,
D4T7D5,EFF47385.1,Xanthomonas citri pv. aurantifolii str. ICPB 10535,,,,,,
D4T7U8,EFF47221.1,Xanthomonas citri pv. aurantifolii str. ICPB 10535,,,,,,
D4TA13,EFF46466.1,Xanthomonas citri pv. aurantifolii str. ICPB 10535,,,,,,
D4TA89,EFF46380.1,Xanthomonas citri pv. aurantifolii str. ICPB 10535,,,,,,
D4TC59,EFF45713.1,Xanthomonas citri pv. aurantifolii str. ICPB 10535,,,,,,
tr|D4T148|D4T148_9XANTType,EFF49574.1,Xanthomonas citri pv. aurantifolii str. ICPB 10535,,,,,,
D4SQA7,EFF45645.1,Xanthomonas citri pv. aurantifolii str. ICPB 11122,,,,,,
D4SQC2,EFF45632.1,Xanthomonas citri pv. aurantifolii str. ICPB 11122,,,,,,
D4SQC7,EFF45624.1,Xanthomonas citri pv. aurantifolii str. ICPB 11122,,,,,,
D4SVG1,EFF43850.1,Xanthomonas citri pv. aurantifolii str. ICPB 11122,,,,,,
D4SW41,EFF43619.1,Xanthomonas citri pv. aurantifolii str. ICPB 11122,,,,,,
D4SXM1,EFF43075.1,Xanthomonas citri pv. aurantifolii str. ICPB 11122,,,,,,
D4SZ81,EFF42564.1,Xanthomonas citri pv. aurantifolii str. ICPB 11122,,,,,,
D4SZ85,EFF42568.1,Xanthomonas citri pv. aurantifolii str. ICPB 11122,,,,,,
D4T0K6,EFF42065.1,Xanthomonas citri pv. aurantifolii str. ICPB 11122,,,,,,
AAM39048.1,MBD4975994.1,Xanthomonas citri pv. citri,,,,,,
AAM35178.1,WP_011050218.1,Xanthomonas citri pv. citri str. 306,,,,,,
AAM35207.1,AAM35207.1,Xanthomonas citri pv. citri str. 306,,,,,,
AAM35284.1,AAM35284.1,Xanthomonas citri pv. citri str. 306,,,,,,
AAM35490.1,WP_040107728.1,Xanthomonas citri pv. citri str. 306,,,,,,
AAM35643.1,WP_011050517.1,Xanthomonas citri pv. citri str. 306,,,,,,
AAM36044.1,AAM36044.1,Xanthomonas citri pv. citri str. 306,,,,,,
AAM37794.1,WP_011051937.1,Xanthomonas citri pv. citri str. 306,,,,,,
AAM37835.1,AAM37835.1,Xanthomonas citri pv. citri str. 306,,,,,,
AAM38068.1,WP_011052114.1,Xanthomonas citri pv. citri str. 306,,,,,,
AAM38074.1,WP_011052119.1,Xanthomonas citri pv. citri str. 306,,,,,,
AAM38509.1,AAM38509.1,Xanthomonas citri pv. citri str. 306,,,,,,
AAM39226.1,WP_011052943.1,Xanthomonas citri pv. citri str. 306,,,,,,
CDF63684.1-XopJ2,,Xanthomonas citri pv. fuscans,,,,,,
tr|A0A3T0F2M8|A0A3T0F2M8_XANCI,WP_022560457.1,Xanthomonas citri pv. fuscans,,,,,,
tr|H2EMV1|H2EMV1_9XANTT3SS,CCF70139.1,Xanthomonas citri pv. punicae str. LMG 859,,,,,,
Hpa1,AGI06643.1,Xanthomonas citri subsp. citri Aw12879,,,,,,
HrpE3,WP_039417178.1,Xanthomonas euvesicatoria,Naama,,not proven,homolog to HrpE3 [Xanthomonas oryzae pv. oryzicola],,
P14727.2,P14727.2,Xanthomonas euvesicatoria,,,,,,
sp|Q08678|AVRV_XANEUAvirulence,WP_011346137.1,Xanthomonas euvesicatoria,,,,,,
tr|Q3BRD8|Q3BRD8_XANC5Xanthomonas,WP_011348010.1,Xanthomonas euvesicatoria,,,,,,
tr|Q3BRE0|Q3BRE0_XANC5Xanthomonas,AAV74205.1,Xanthomonas euvesicatoria,,,,,,
tr|Q3BSU7|Q3BSU7_XANC5Xanthomonas,WP_011347616.1,Xanthomonas euvesicatoria,,,,,,
tr|Q3BW96|Q3BW96_XANC5Xanthomonas,AAV74208.1,Xanthomonas euvesicatoria,,,,,,
tr|Q3BWS7|Q3BWS7_XANC5Xanthomonas,AAV74207.1,Xanthomonas euvesicatoria,,,,,,
tr|Q3BY51|Q3BY51_XANC5Xanthomonas,AAK72487.1,Xanthomonas euvesicatoria,,,,,,
tr|Q3BYL8|Q3BYL8_XANC5Xanthomonas,WP_011346095.1,Xanthomonas euvesicatoria,,,,,,
tr|Q5EN61|Q5EN61_XANEUEarly,WP_041855088.1,Xanthomonas euvesicatoria,,,,,,
tr|Q9Z3F4|Q9Z3F4_XANEUAvirulence,WP_039418336.1,Xanthomonas euvesicatoria,,,,,,
XopE1_WP_011345998.1,WP_011345998.1,Xanthomonas euvesicatoria,,,,,,
XopE2_WP_011347479.1,WP_011347479.1,Xanthomonas euvesicatoria,,,,,,
XopJ2,AAD39255.1,Xanthomonas euvesicatoria,,,,,,
XopM_WP_011346113.1,WP_011346113.1,Xanthomonas euvesicatoria,,,,,,
XopR,WP_011345991.1,Xanthomonas euvesicatoria,,,,,,
XopV22_WP_011346283.1,WP_011346283.1,Xanthomonas euvesicatoria,,,,,,
XopZ_WP_011347306.1,WP_011347306.1,Xanthomonas euvesicatoria,,,,,,
common_XopAX__uniprot_Q3C018__genbank_CAJ19898.1__species_Xanthomonas_euvesicatoria_pv._vesicatoria_str._85-10,BBK00828.1,Xanthomonas euvesicatoria pv. vesicatoria str. 85-10,Naama,AvrBs2,proven,"was previously attributed to X. campestris pv. campestris, but was proven in Xanthomonas euvesicatoria pv. vesicatoria str. 85-10",tr|Q3C018|Q3C018_XANC5,tr|Q3C018|Q3C018_XANC5_Xanthomonas_campestris_pv._campestris Uncharacterized protein OS=Xanthomonas campestris pv. vesicatoria|Xanthomonas euvesicatoria (strain 85-10) OX=316273 GN=XCVd0086|XopAX PE=4 SV=1|26104875|OK|yellow|double check
XopAK,CAJ25517.1,Xanthomonas euvesicatoria pv. vesicatoria str. 85-10,,,,,,
XopAP,CAJ24869.1,Xanthomonas euvesicatoria pv. vesicatoria str. 85-10,,,,,,
XopAU,CAJ22827.1,Xanthomonas euvesicatoria pv. vesicatoria str. 85-10,,,,,,
XopK_CAJ24946.1,CAJ24946.1,Xanthomonas euvesicatoria pv. vesicatoria str. 85-10,,,,,,
XopL,CAJ24951.1,Xanthomonas euvesicatoria pv. vesicatoria str. 85-10,,,,,,
XopS_CAJ21955.1,CAJ21955.1,Xanthomonas euvesicatoria pv. vesicatoria str. 85-10,,,,,,
SMQ94218.1-XopAF,,Xanthomonas fragariae,,,,,,
XopBF,WP_145954046.1,Xanthomonas fragariae,,,,,,
common_XopBG__uniprac_UPI0011AB4D9B__genbank_WP_145953988.1__species_Xanthomonas_fragariae,WP_145953988.1,Xanthomonas fragariae,Naama,?”avrBs2,proven,changed first amino acid to M due to an alternative codon.,XopBG,XopBG_Xanthomonas_fragariae lcl|NZ_CP016830.1_cds_WP_145953988.1_2114 [locus_tag=BER92_RS22150] [protein=hypothetical protein] [protein_id=WP_145953988.1] [location=complement(2337840..2338316)] [gbkey=CDS]
tr|D4T570|D4T570_9XANTType,WP_007963549.1,Xanthomonas fuscans subsp. aurantifolii,,,,,,
EGD18683.1-XopZ2,,Xanthomonas gardneri ATCC 19865,,,,,,
EGD19295.1XopAQ,,Xanthomonas gardneri ATCC 19865,,,,,,
EGD20561.1-XopAS,,Xanthomonas gardneri ATCC 19865,,,,,,
AvrA,WP_006449061.1,Xanthomonas hortorum,,,,,,
XopAM_WP_006452218.1,WP_006452218.1,Xanthomonas hortorum,,,,,,
XopAS,WP_006449101.1,Xanthomonas hortorum,,,,,,
XopBC,WP_180336534.1,Xanthomonas hortorum,,,,,,
XopBE,WP_256627561.1,Xanthomonas hortorum,,,,,,
XopBB,CAD0333498.1,Xanthomonas hortorum pv. pelargonii,,,,,,
XopBD,CAD0304019.1,Xanthomonas hortorum pv. pelargonii,,,,,,
PopW_WP_046981615.1,WP_046981615.1,Xanthomonas hyacinthi,,,,,,
HopAF1,KLD77472.1,Xanthomonas hyacinthi DSM 19077,,,,,,
HopZ1_KLD73398.1,KLD73398.1,Xanthomonas hyacinthi DSM 19077,,,,,,
AvrBs4,WP_044756331.1,Xanthomonas oryzae,,,,,,
BAE69632.1,WP_042465048.1,Xanthomonas oryzae,,,,,,
G7TAD0,WP_014505160.1,Xanthomonas oryzae,,,,,,
G7TBH8,WP_014501812.1,Xanthomonas oryzae,,,,,,
G7TD81,WP_014501974.1,Xanthomonas oryzae,,,,,,
G7TFJ1,WP_014503352.1,Xanthomonas oryzae,,,,,,
G7TFU3,WP_014502203.1,Xanthomonas oryzae,,,,,,
G7TG75,WP_014503424.1,Xanthomonas oryzae,,,,,,
G7TG77,WP_014503426.1,Xanthomonas oryzae,,,,,,
G7TH62,WP_014502340.1,Xanthomonas oryzae,,,,,,
G7TH63,WP_014502341.1,Xanthomonas oryzae,,,,,,
G7TIV7,WP_014501374.1,Xanthomonas oryzae,,,,,,
G7TLG0,WP_014501552.1,Xanthomonas oryzae,,,,,,
tr|G7TIR4|G7TIR4_XANOBType,WP_014501334.1,Xanthomonas oryzae,,,,,,
XopT,WP_011259002.1,Xanthomonas oryzae,,,,,,
common_XopR__genbank_WP_011035513.1__uniprot_B0RM24__species_Xanthomonas_oryzae_pv._oryzae,WP_011035513.1,Xanthomonas oryzae pv. oryzae,Ella,"Immunoblot, fluorescence, expression in hrcC mutant",proven,"was previously attributed to X. campestris, but was proven in X. oryzae pv. oryzae",G0CL31,G0CL31_Xanthomonas_campestris typeIII
tr|R4TJS0|R4TJS0_XANOOType,AGM16438.1,Xanthomonas oryzae pv. oryzae,,,,,,
AvrB6,AAW74491.1,Xanthomonas oryzae pv. oryzae KACC 10331,,,,,,
AvrXa3,AAW74493.1,Xanthomonas oryzae pv. oryzae KACC 10331,,,,,,
AvrXa7,AAW77509.1,Xanthomonas oryzae pv. oryzae KACC 10331,,,,,,
PthA,AAW75529.1,Xanthomonas oryzae pv. oryzae KACC 10331,,,,,,
tr|H6UWS2|H6UWS2_XANOOT3SS,AAW77645.1,Xanthomonas oryzae pv. oryzae KACC 10331,,,,,,
XopC2,AAW76678.1,Xanthomonas oryzae pv. oryzae KACC 10331,,,,,,
BAE66792.1,BAE66792.1,Xanthomonas oryzae pv. oryzae MAFF 311018,,,,,,
BAE68243.1,BAE68243.1,Xanthomonas oryzae pv. oryzae MAFF 311018,,,,,,
BAE68965.1,BAE68965.1,Xanthomonas oryzae pv. oryzae MAFF 311018,,,,,,
BAE69905.1,BAE69905.1,Xanthomonas oryzae pv. oryzae MAFF 311018,,,,,,
XOO3150,AJQ82429.1,Xanthomonas oryzae pv. oryzae PXO86,,,,,,
G7TBW4,QGH65484.1,Xanthomonas oryzae pv. oryzicola,,,,,,
G7TIM2,AAQ97593.1,Xanthomonas oryzae pv. oryzicola,,,,,,
tr|Q156B7|Q156B7_9XANTPopC,ABG23671.1,Xanthomonas oryzae pv. oryzicola,,,,,,
common_HrpE3__uniprot_Q0VHC3__genbank_ABH07404.1__species_Xanthomonas_oryzae_pv._oryzicola,ABH07404.1,Xanthomonas oryzae pv. oryzicola,Naama,avrXa10?”,proven,,,
G7T9M2,AEQ94681.1,Xanthomonas oryzae pv. oryzicola BLS256,,,,,,
G7T9P9,AEQ94708.1,Xanthomonas oryzae pv. oryzicola BLS256,,,,,,
G7TAD4,AEQ98523.1,Xanthomonas oryzae pv. oryzicola BLS256,,,,,,
G7TBE7,AEQ94827.1,Xanthomonas oryzae pv. oryzicola BLS256,,,,,,
G7TBV9,AEQ97368.1,Xanthomonas oryzae pv. oryzicola BLS256,,,,,,
G7TC47,AEQ98660.1,Xanthomonas oryzae pv. oryzicola BLS256,,,,,,
G7TDQ2,AEQ97580.1,Xanthomonas oryzae pv. oryzicola BLS256,,,,,,
G7TH64,AEQ95452.1,Xanthomonas oryzae pv. oryzicola BLS256,,,,,,
G7THN8,AEQ98023.1,Xanthomonas oryzae pv. oryzicola BLS256,,,,,,
G7TKX5,AEQ95831.1,Xanthomonas oryzae pv. oryzicola BLS256,,,,,,
AvrBs2,WP_033478805.1,Xanthomonas perforans,,,,,,
QCO31642.1-XopJ4,,Xanthomonas perforans,,,,,,
RipAL,WP_008573036.1,Xanthomonas perforans,,,,,,
XAC3090,WP_033478615.1,Xanthomonas perforans,,,,,,
XopA_APP01944.1,APP01944.1,Xanthomonas perforans,,,,,,
XopAR,APP00163.1,Xanthomonas perforans,,,,,,
XopD,APP01945.1,Xanthomonas perforans,,,,,,
XopE1_WP_008572319.1,WP_008572319.1,Xanthomonas perforans,,,,,,
XopF2,APO98105.1,Xanthomonas perforans,,,,,,
XopI_WP_008576800.1,WP_008576800.1,Xanthomonas perforans,,,,,,
XopJ4,WP_008572727.1,Xanthomonas perforans,,,,,,
XopK_APP01691.1,APP01691.1,Xanthomonas perforans,,,,,,
XopM_WP_033478973.1,WP_033478973.1,Xanthomonas perforans,,,,,,
XopP,WP_046933372.1,Xanthomonas perforans,,,,,,
XopS_WP_008575620.1,WP_008575620.1,Xanthomonas perforans,,,,,,
XopV_WP_033479329.1,WP_033479329.1,Xanthomonas perforans,,,,,,
XopZ_WP_008575328.1,WP_008575328.1,Xanthomonas perforans,,,,,,
RipB,WP_003470984.1,Xanthomonas translucens,,,,,,
XopE5_WP_142743200.1,,Xanthomonas translucens,,,,,,
HopD1_ELQ06905.1,ELQ06905.1,Xanthomonas translucens DAR61454,,,,,,
PthG,AVQ08974.1,Xanthomonas vasicola pv. vasculorum,,,,,,
HopAO1_KFA27041.1,KFA27041.1,Xanthomonas vasicola pv. vasculorum NCPPB 1381,,,,,,
NopT,KFA26826.1,Xanthomonas vasicola pv. vasculorum NCPPB 1381,,,,,,
CigR_WP_042828278.1,WP_042828278.1,Xanthomonas vesicatoria,,,,,,
HopO1-1,WP_005997694.1,Xanthomonas vesicatoria,,,,,,
tr|Q07061|Q07061_9XANTAvirulence,CAA48680.1,Xanthomonas vesicatoria,,,,,,
C4UAJ7,WP_004703541.1,Yersinia aldovae,,,,,,
CAL10028.1,WP_011117628.1,Yersinia enterocolitica,,,,,,
common_YspL__uniprot_A1JI17__genbank_CAL10255.1__species_Yersinia_enterocolitica,WP_011815296.1,Yersinia enterocolitica,Tal,Competition assays in BALB/c mice & mass spectroscopy,proven,,CAL10255.1,CAL10255.1_Yersinia_enterocolitica hypothetical protein YE0113 [Yersinia enterocolitica subsp. enterocolitica 8081]
common_YspE__uniprot_A1JI19__genbank_CAL10257.1__species_Yersinia_enterocolitica,WP_011815298.1,Yersinia enterocolitica,Tal,Competition assays in BALB/c mice & mass spectroscopy,proven,,CAL10257.1,CAL10257.1_Yersinia_enterocolitica hypothetical protein YE0115 [Yersinia enterocolitica subsp. enterocolitica 8081]
common_YspF__uniprot_A1JM55__genbank_CAL12065.1__species_Yersinia_enterocolitica,WP_011816275.1,Yersinia enterocolitica,Tal,Competition assays in BALB/c mice & mass spectroscopy,proven,,CAL12065.1,CAL12065.1_Yersinia_enterocolitica hypothetical protein YE1986 [Yersinia enterocolitica subsp. enterocolitica 8081]
